order_id,order_date,customer_id,customer_name,region,category,subcategory,segment,sales_channel,payment_method,quantity,unit_price,discount,sales,cost,profit
ORD-10350,2025-09-13,CUST-1055,Customer 127,Central,Electronics,Headphones,Home Office,Partner,Debit Card,2,26811.98,0.0,53623.96,35737.67,17886.29
ORD-10351,2025-11-19,CUST-1046,Customer 114,South,Furniture,Table,Home Office,Partner,Net Banking,1,10838.57,0.2,8670.86,6522.56,2148.3
ORD-10352,2025-05-08,CUST-1032,Customer 20,South,Electronics,Monitor,Consumer,Online,Credit Card,2,704.83,0.1,1268.69,796.7,471.99
ORD-10353,2025-01-18,CUST-1055,Customer 81,South,Electronics,Monitor,Home Office,Retail Store,Cash,1,12135.95,0.15,10315.56,6741.81,3573.75
ORD-10354,2025-10-08,CUST-1096,Customer 129,West,Office Supplies,Paper,Home Office,Online,Credit Card,1,48796.1,0.15,41476.68,34228.45,7248.23
ORD-10355,2025-08-11,CUST-1133,Customer 143,West,Food,Snacks,Home Office,Partner,Net Banking,9,40096.7,0.1,324783.27,206936.1,117847.17
ORD-10356,2025-02-23,CUST-1036,Customer 17,East,Electronics,Mobile,Consumer,Retail Store,Debit Card,1,47982.87,0.1,43184.58,29840.39,13344.19
ORD-10357,2025-02-27,CUST-1110,Customer 58,South,Furniture,Cabinet,Consumer,Retail Store,UPI,4,24443.92,0.05,92886.9,75892.53,16994.37
ORD-10358,2025-11-19,CUST-1106,Customer 72,East,Clothing,Jeans,Corporate,Retail Store,Debit Card,10,5575.84,0.05,52970.48,40380.27,12590.21
ORD-10359,2025-12-26,CUST-1058,Customer 109,South,Electronics,Laptop,Consumer,Partner,Cash,6,27443.18,0.05,156426.13,88953.43,67472.7
ORD-10360,2025-06-23,CUST-1039,Customer 23,East,Electronics,Mobile,Corporate,Retail Store,UPI,7,22773.43,0.15,135501.91,80514.0,54987.91
ORD-10361,2025-10-07,CUST-1080,Customer 72,East,Office Supplies,Paper,Home Office,Retail Store,Debit Card,2,42233.42,0.1,76020.16,41989.92,34030.24
ORD-10362,2025-04-24,CUST-1097,Customer 8,Central,Food,Dairy,Corporate,Online,UPI,6,4994.32,0.15,25471.03,18830.13,6640.9
ORD-10363,2025-10-15,CUST-1113,Customer 59,East,Clothing,Jacket,Corporate,Online,Credit Card,7,24463.23,0.05,162680.48,111322.58,51357.9
ORD-10364,2025-12-08,CUST-1061,Customer 111,West,Furniture,Cabinet,Home Office,Retail Store,Net Banking,10,7587.43,0.1,68286.87,40308.54,27978.33
ORD-10365,2025-05-31,CUST-1137,Customer 13,East,Clothing,Jeans,Corporate,Retail Store,Debit Card,10,16301.33,0.1,146711.97,122853.7,23858.27
ORD-10366,2025-05-07,CUST-1006,Customer 16,South,Furniture,Desk,Consumer,Online,Cash,2,36894.12,0.1,66409.42,47077.5,19331.92
ORD-10367,2025-06-04,CUST-1109,Customer 119,East,Food,Dairy,Consumer,Online,Credit Card,2,23853.3,0.1,42935.94,26730.54,16205.4
ORD-10368,2025-09-30,CUST-1035,Customer 2,North,Furniture,Cabinet,Consumer,Online,Debit Card,10,18856.83,0.0,188568.3,132031.95,56536.35
ORD-10369,2025-04-14,CUST-1039,Customer 145,South,Office Supplies,Paper,Consumer,Partner,Credit Card,7,19784.37,0.1,124641.53,93965.52,30676.01
ORD-10370,2025-10-26,CUST-1150,Customer 30,North,Office Supplies,Pen,Corporate,Partner,Cash,1,23026.39,0.0,23026.39,13191.17,9835.22
ORD-10371,2025-09-03,CUST-1118,Customer 103,South,Office Supplies,Pen,Corporate,Online,Debit Card,8,39272.33,0.05,298469.71,188755.57,109714.14
ORD-10372,2025-06-25,CUST-1005,Customer 13,West,Office Supplies,Printer Ink,Home Office,Retail Store,Cash,3,44615.03,0.05,127152.84,100716.45,26436.39
ORD-10373,2025-02-08,CUST-1087,Customer 96,West,Clothing,Jacket,Corporate,Online,UPI,6,47771.2,0.1,257964.48,177453.63,80510.85
ORD-10374,2025-06-19,CUST-1076,Customer 94,West,Food,Beverages,Corporate,Partner,Cash,9,39366.48,0.2,283438.66,202367.59,81071.07
ORD-10375,2025-09-04,CUST-1057,Customer 82,North,Furniture,Table,Corporate,Retail Store,UPI,6,15838.8,0.1,85529.52,58146.8,27382.72
ORD-10376,2025-01-26,CUST-1127,Customer 13,Central,Furniture,Cabinet,Home Office,Partner,Debit Card,9,34437.92,0.1,278947.15,157094.66,121852.49
ORD-10377,2025-12-21,CUST-1029,Customer 94,South,Office Supplies,Printer Ink,Consumer,Retail Store,UPI,7,21936.4,0.1,138199.32,82881.58,55317.74
ORD-10378,2025-11-02,CUST-1087,Customer 149,West,Office Supplies,Paper,Corporate,Partner,Debit Card,9,12808.06,0.1,103745.29,70926.76,32818.53
ORD-10379,2025-01-13,CUST-1141,Customer 112,South,Electronics,Mobile,Home Office,Retail Store,Debit Card,2,42059.49,0.0,84118.98,51544.38,32574.6
ORD-10380,2025-11-12,CUST-1046,Customer 55,North,Food,Packaged Food,Home Office,Retail Store,Net Banking,8,2017.47,0.0,16139.76,9118.86,7020.9
ORD-10381,2025-11-09,CUST-1116,Customer 81,Central,Clothing,Shirt,Home Office,Retail Store,Debit Card,8,45097.92,0.05,342744.19,275256.11,67488.08
ORD-10382,2025-02-05,CUST-1112,Customer 116,North,Furniture,Desk,Consumer,Retail Store,UPI,2,23127.73,0.05,43942.69,37103.35,6839.34
ORD-10383,2025-06-22,CUST-1045,Customer 143,South,Electronics,Laptop,Corporate,Partner,Net Banking,4,31896.35,0.0,127585.4,100530.01,27055.39
ORD-10384,2025-01-20,CUST-1145,Customer 108,Central,Electronics,Monitor,Home Office,Partner,Net Banking,7,33001.76,0.0,231012.32,186227.23,44785.09
ORD-10385,2025-11-17,CUST-1104,Customer 53,Central,Furniture,Desk,Consumer,Retail Store,Debit Card,4,44766.38,0.0,179065.52,111484.96,67580.56
ORD-10386,2025-09-21,CUST-1085,Customer 128,North,Clothing,Shirt,Home Office,Retail Store,Cash,4,31869.82,0.2,101983.42,85481.29,16502.13
ORD-10387,2025-05-22,CUST-1134,Customer 57,West,Electronics,Laptop,Home Office,Partner,Cash,6,30735.29,0.05,175191.15,106705.02,68486.13
ORD-10388,2025-05-23,CUST-1108,Customer 52,South,Electronics,Headphones,Home Office,Retail Store,Net Banking,10,3425.94,0.05,32546.43,27190.23,5356.2
ORD-10389,2025-04-02,CUST-1018,Customer 137,East,Food,Snacks,Home Office,Retail Store,Debit Card,6,25968.56,0.0,155811.36,132197.49,23613.87
ORD-10390,2025-12-20,CUST-1094,Customer 111,East,Clothing,Jeans,Home Office,Retail Store,Cash,10,7593.43,0.1,68340.87,52179.41,16161.46
ORD-10391,2025-11-18,CUST-1150,Customer 1,North,Electronics,Mobile,Consumer,Online,Debit Card,3,36897.95,0.0,110693.85,93463.59,17230.26
ORD-10392,2025-10-15,CUST-1033,Customer 44,South,Clothing,Jacket,Corporate,Retail Store,Debit Card,9,25659.87,0.0,230938.83,166475.01,64463.82
ORD-10393,2025-08-03,CUST-1126,Customer 75,South,Furniture,Desk,Corporate,Online,Net Banking,10,34043.37,0.1,306390.33,192371.01,114019.32
ORD-10394,2025-12-08,CUST-1122,Customer 98,North,Office Supplies,Printer Ink,Corporate,Retail Store,Net Banking,2,2179.48,0.0,4358.96,2968.88,1390.08
ORD-10395,2025-02-20,CUST-1138,Customer 9,South,Electronics,Mobile,Corporate,Partner,Credit Card,6,4331.12,0.0,25986.72,18920.11,7066.61
ORD-10396,2025-06-02,CUST-1115,Customer 32,West,Food,Beverages,Consumer,Online,Cash,7,35844.54,0.0,250911.78,143502.59,107409.19
ORD-10397,2025-07-05,CUST-1028,Customer 15,North,Furniture,Chair,Consumer,Online,Cash,9,3697.01,0.0,33273.09,24512.38,8760.71
ORD-10398,2025-03-04,CUST-1011,Customer 140,West,Clothing,Shirt,Consumer,Retail Store,Cash,3,3655.71,0.0,10967.13,9260.13,1707.0
ORD-10399,2025-07-09,CUST-1047,Customer 136,South,Furniture,Desk,Home Office,Retail Store,UPI,10,704.21,0.05,6690.0,4061.05,2628.95
ORD-10400,2025-05-05,CUST-1127,Customer 72,North,Electronics,Headphones,Home Office,Online,Debit Card,3,47829.42,0.15,121965.02,96081.42,25883.6
ORD-10401,2025-05-30,CUST-1147,Customer 12,South,Clothing,Shirt,Home Office,Partner,Net Banking,7,36901.67,0.1,232480.52,191184.92,41295.6
ORD-10402,2025-11-10,CUST-1118,Customer 65,North,Office Supplies,Binder,Corporate,Partner,Cash,4,17727.25,0.1,63818.1,53167.53,10650.57
ORD-10403,2025-02-27,CUST-1143,Customer 107,South,Furniture,Desk,Home Office,Retail Store,Credit Card,8,14897.13,0.0,119177.04,99875.21,19301.83
ORD-10404,2025-12-08,CUST-1126,Customer 42,West,Electronics,Mobile,Corporate,Partner,Cash,7,17550.19,0.2,98281.06,69429.46,28851.6
ORD-10405,2025-11-01,CUST-1072,Customer 115,West,Food,Dairy,Home Office,Partner,Debit Card,5,38755.21,0.05,184087.25,155220.97,28866.28
ORD-10406,2025-06-29,CUST-1107,Customer 139,South,Clothing,Shirt,Corporate,Retail Store,Debit Card,7,33102.39,0.0,231716.73,180088.63,51628.1
ORD-10407,2025-06-19,CUST-1137,Customer 103,North,Furniture,Desk,Home Office,Partner,Net Banking,3,9341.26,0.1,25221.4,15095.04,10126.36
ORD-10408,2025-11-22,CUST-1033,Customer 95,East,Furniture,Cabinet,Home Office,Retail Store,UPI,2,8788.06,0.0,17576.12,12181.48,5394.64
ORD-10409,2025-09-28,CUST-1019,Customer 17,West,Office Supplies,Paper,Consumer,Online,Net Banking,6,5009.94,0.05,28556.66,21860.1,6696.56
ORD-10410,2025-02-23,CUST-1074,Customer 85,West,Office Supplies,Pen,Home Office,Retail Store,Cash,2,33049.11,0.1,59488.4,37132.78,22355.62
ORD-10411,2025-04-11,CUST-1098,Customer 56,East,Food,Beverages,Home Office,Online,Credit Card,3,38242.2,0.15,97517.61,72376.06,25141.55
ORD-10412,2025-09-21,CUST-1141,Customer 134,South,Food,Snacks,Consumer,Online,Net Banking,6,13325.82,0.05,75957.17,56966.37,18990.8
ORD-10413,2025-02-22,CUST-1129,Customer 86,North,Electronics,Laptop,Corporate,Partner,UPI,5,1145.15,0.1,5153.18,3085.78,2067.4
ORD-10414,2025-03-01,CUST-1093,Customer 102,South,Electronics,Laptop,Consumer,Partner,Net Banking,8,4200.37,0.2,26882.37,19342.55,7539.82
ORD-10415,2025-04-18,CUST-1048,Customer 54,Central,Food,Beverages,Consumer,Partner,Debit Card,9,48396.22,0.0,435565.98,340389.62,95176.36
ORD-10416,2025-01-05,CUST-1064,Customer 115,West,Food,Beverages,Corporate,Retail Store,Cash,3,14842.69,0.0,44528.07,31154.9,13373.17
ORD-10417,2025-04-13,CUST-1061,Customer 139,Central,Clothing,Shoes,Home Office,Partner,Cash,10,38484.24,0.05,365600.28,202407.62,163192.66
ORD-10418,2025-07-15,CUST-1039,Customer 88,West,Office Supplies,Binder,Corporate,Online,Cash,3,31270.71,0.05,89121.52,49258.49,39863.03
ORD-10419,2025-09-19,CUST-1128,Customer 49,West,Electronics,Laptop,Home Office,Partner,Cash,3,19158.79,0.05,54602.55,35879.82,18722.73
ORD-10420,2025-12-31,CUST-1088,Customer 149,Central,Office Supplies,Pen,Home Office,Partner,Cash,6,10363.79,0.2,49746.19,41182.79,8563.4
ORD-10421,2025-12-16,CUST-1026,Customer 115,Central,Office Supplies,Pen,Corporate,Retail Store,Cash,1,6157.18,0.1,5541.46,3427.96,2113.5
ORD-10422,2025-02-16,CUST-1017,Customer 63,South,Food,Snacks,Consumer,Retail Store,Credit Card,7,30789.15,0.1,193971.64,143598.97,50372.67
ORD-10423,2025-12-21,CUST-1071,Customer 104,Central,Clothing,Jacket,Corporate,Online,UPI,1,38754.23,0.05,36816.52,22701.9,14114.62
ORD-10424,2025-11-07,CUST-1013,Customer 83,South,Furniture,Chair,Home Office,Retail Store,Cash,5,32230.82,0.15,136980.99,88558.35,48422.64
ORD-10425,2025-11-04,CUST-1069,Customer 103,South,Clothing,Jacket,Corporate,Partner,UPI,10,26562.08,0.2,212496.64,170934.98,41561.66
ORD-10426,2025-05-24,CUST-1026,Customer 17,South,Clothing,Jeans,Corporate,Retail Store,Cash,8,2193.37,0.15,14914.92,11464.48,3450.44
ORD-10427,2025-09-26,CUST-1049,Customer 6,West,Office Supplies,Binder,Home Office,Online,Net Banking,4,48427.59,0.0,193710.36,112084.65,81625.71
ORD-10428,2025-05-04,CUST-1007,Customer 147,West,Clothing,Shoes,Consumer,Partner,Cash,5,39955.84,0.1,179801.28,122015.06,57786.22
ORD-10429,2025-04-16,CUST-1058,Customer 28,Central,Electronics,Mobile,Corporate,Online,Debit Card,4,14711.82,0.0,58847.28,32880.97,25966.31
ORD-10430,2025-06-07,CUST-1049,Customer 38,West,Office Supplies,Printer Ink,Home Office,Retail Store,Credit Card,4,49000.52,0.0,196002.08,136077.78,59924.3
ORD-10431,2025-05-27,CUST-1103,Customer 119,Central,Electronics,Laptop,Home Office,Retail Store,Net Banking,8,30133.89,0.0,241071.12,180497.23,60573.89
ORD-10432,2025-05-25,CUST-1053,Customer 37,West,Furniture,Chair,Corporate,Online,Net Banking,2,29162.89,0.1,52493.2,30737.43,21755.77
ORD-10433,2025-04-30,CUST-1062,Customer 115,North,Office Supplies,Paper,Consumer,Partner,Debit Card,1,37428.85,0.1,33685.96,21446.69,12239.27
ORD-10434,2025-11-15,CUST-1017,Customer 68,North,Furniture,Table,Corporate,Retail Store,Cash,3,40607.31,0.0,121821.93,81541.63,40280.3
ORD-10435,2025-10-02,CUST-1025,Customer 43,Central,Office Supplies,Pen,Consumer,Retail Store,Credit Card,9,32858.28,0.05,280938.29,232015.5,48922.79
ORD-10436,2025-04-02,CUST-1131,Customer 58,West,Food,Snacks,Consumer,Partner,Net Banking,4,6491.98,0.05,24669.52,20919.17,3750.35
ORD-10437,2025-02-27,CUST-1029,Customer 13,West,Clothing,Shirt,Consumer,Retail Store,Credit Card,10,16979.55,0.05,161305.72,90891.48,70414.24
ORD-10438,2025-12-12,CUST-1117,Customer 52,South,Food,Beverages,Consumer,Online,Net Banking,5,46411.37,0.0,232056.85,180610.4,51446.45
ORD-10439,2025-08-17,CUST-1026,Customer 58,East,Furniture,Chair,Corporate,Retail Store,Cash,2,11308.32,0.05,21485.81,14213.23,7272.58
ORD-10440,2025-04-27,CUST-1124,Customer 32,Central,Clothing,Shoes,Home Office,Retail Store,Net Banking,4,18671.13,0.15,63481.84,42389.2,21092.64
ORD-10441,2025-11-14,CUST-1144,Customer 105,East,Office Supplies,Pen,Home Office,Partner,Net Banking,2,21660.64,0.0,43321.28,33629.42,9691.86
ORD-10442,2025-10-06,CUST-1025,Customer 83,East,Clothing,Jeans,Home Office,Online,UPI,2,22026.31,0.0,44052.62,36366.67,7685.95
ORD-10443,2025-05-07,CUST-1054,Customer 99,Central,Electronics,Mobile,Home Office,Partner,Cash,4,30685.69,0.05,116605.62,97398.18,19207.44
ORD-10444,2025-05-09,CUST-1073,Customer 104,West,Clothing,Shoes,Home Office,Retail Store,Debit Card,6,47159.48,0.2,226365.5,163693.22,62672.28
ORD-10445,2025-02-27,CUST-1120,Customer 28,Central,Electronics,Mobile,Home Office,Retail Store,Debit Card,7,12110.57,0.1,76296.59,50137.26,26159.33
ORD-10446,2025-05-02,CUST-1056,Customer 129,East,Clothing,Shoes,Corporate,Partner,Cash,10,6162.92,0.1,55466.28,43611.18,11855.1
ORD-10447,2025-01-01,CUST-1065,Customer 48,West,Electronics,Mobile,Consumer,Partner,Debit Card,3,9953.78,0.05,28368.27,17738.69,10629.58
ORD-10448,2025-08-27,CUST-1093,Customer 40,North,Furniture,Table,Home Office,Partner,Cash,3,44357.55,0.1,119765.39,86137.93,33627.46
ORD-10449,2025-10-17,CUST-1086,Customer 97,Central,Food,Snacks,Corporate,Online,Debit Card,10,32325.96,0.0,323259.6,212566.96,110692.64
ORD-10450,2025-04-06,CUST-1080,Customer 114,Central,Office Supplies,Binder,Home Office,Retail Store,UPI,6,14366.75,0.1,77580.45,57951.77,19628.68
ORD-10451,2025-05-06,CUST-1108,Customer 132,West,Clothing,Shirt,Home Office,Partner,Debit Card,3,40815.75,0.2,97957.8,60941.47,37016.33
ORD-10452,2025-04-28,CUST-1118,Customer 137,North,Food,Dairy,Consumer,Retail Store,Net Banking,2,43082.36,0.1,77548.25,47108.85,30439.4
ORD-10453,2025-02-17,CUST-1083,Customer 111,North,Office Supplies,Binder,Consumer,Online,Cash,8,42341.07,0.15,287919.28,237669.23,50250.05
ORD-10454,2025-03-30,CUST-1147,Customer 144,West,Office Supplies,Pen,Consumer,Online,Credit Card,5,45954.43,0.1,206794.94,120052.96,86741.98
ORD-10455,2025-08-25,CUST-1015,Customer 76,South,Electronics,Laptop,Home Office,Online,Credit Card,1,12686.83,0.0,12686.83,8903.46,3783.37
ORD-10456,2025-09-29,CUST-1131,Customer 31,Central,Furniture,Chair,Home Office,Online,Cash,3,37776.59,0.2,90663.82,55872.11,34791.71
ORD-10457,2025-07-08,CUST-1139,Customer 119,Central,Furniture,Table,Home Office,Retail Store,UPI,10,23080.92,0.0,230809.2,129640.68,101168.52
ORD-10458,2025-07-11,CUST-1030,Customer 142,East,Food,Dairy,Consumer,Online,Debit Card,8,42115.73,0.1,303233.26,170054.92,133178.34
ORD-10459,2025-03-10,CUST-1057,Customer 25,West,Furniture,Table,Corporate,Online,UPI,4,36451.68,0.0,145806.72,87858.25,57948.47
ORD-10460,2025-10-05,CUST-1146,Customer 34,East,Clothing,Shoes,Home Office,Partner,Credit Card,7,38844.73,0.0,271913.11,220258.08,51655.03
ORD-10461,2025-12-15,CUST-1128,Customer 67,East,Furniture,Cabinet,Home Office,Online,Cash,10,32842.48,0.05,312003.56,198042.27,113961.29
ORD-10462,2025-09-04,CUST-1048,Customer 118,North,Food,Snacks,Home Office,Partner,Cash,2,8953.7,0.0,17907.4,14955.15,2952.25
ORD-10463,2025-03-17,CUST-1136,Customer 73,Central,Furniture,Table,Corporate,Online,UPI,7,27296.84,0.05,181523.99,131511.71,50012.28
ORD-10464,2025-06-03,CUST-1022,Customer 26,East,Clothing,Jacket,Home Office,Online,UPI,5,49235.02,0.1,221557.59,150877.23,70680.36
ORD-10465,2025-05-24,CUST-1006,Customer 148,North,Electronics,Monitor,Corporate,Partner,Debit Card,5,46875.66,0.0,234378.3,169696.14,64682.16
ORD-10466,2025-03-27,CUST-1104,Customer 104,West,Food,Packaged Food,Home Office,Online,Net Banking,6,2254.37,0.0,13526.22,9536.11,3990.11
ORD-10467,2025-07-04,CUST-1036,Customer 10,East,Electronics,Mobile,Corporate,Retail Store,Net Banking,9,8324.26,0.1,67426.51,52433.07,14993.44
ORD-10468,2025-10-12,CUST-1079,Customer 67,Central,Electronics,Mobile,Home Office,Retail Store,Debit Card,6,6673.27,0.05,38037.64,24144.35,13893.29
ORD-10469,2025-08-08,CUST-1116,Customer 5,East,Electronics,Headphones,Consumer,Online,Net Banking,8,36326.4,0.1,261550.08,171554.65,89995.43
ORD-10470,2025-03-10,CUST-1057,Customer 27,West,Office Supplies,Binder,Consumer,Retail Store,Credit Card,7,40907.49,0.1,257717.19,210871.5,46845.69
ORD-10471,2025-02-16,CUST-1049,Customer 113,East,Office Supplies,Printer Ink,Consumer,Partner,Net Banking,9,10754.22,0.15,82269.78,68607.81,13661.97
ORD-10472,2025-04-04,CUST-1082,Customer 15,Central,Electronics,Mobile,Consumer,Online,Debit Card,4,25342.05,0.1,91231.38,74606.05,16625.33
ORD-10473,2025-08-26,CUST-1066,Customer 105,North,Food,Beverages,Home Office,Online,Net Banking,2,42051.08,0.05,79897.05,53997.17,25899.88
ORD-10474,2025-07-23,CUST-1077,Customer 44,Central,Clothing,Shirt,Consumer,Partner,Cash,7,36666.8,0.1,231000.84,181129.99,49870.85
ORD-10475,2025-08-06,CUST-1045,Customer 26,North,Clothing,Shoes,Corporate,Partner,UPI,6,27157.64,0.0,162945.84,112905.29,50040.55
ORD-10476,2025-12-07,CUST-1079,Customer 95,South,Furniture,Chair,Consumer,Partner,Credit Card,1,29558.35,0.05,28080.43,19635.58,8444.85
ORD-10477,2025-02-08,CUST-1020,Customer 84,Central,Food,Beverages,Consumer,Online,Cash,9,25467.19,0.15,194824.0,119116.18,75707.82
ORD-10478,2025-04-10,CUST-1123,Customer 140,Central,Office Supplies,Printer Ink,Consumer,Partner,Cash,9,14947.67,0.05,127802.58,92955.81,34846.77
ORD-10479,2025-10-16,CUST-1067,Customer 132,West,Electronics,Headphones,Home Office,Partner,Debit Card,2,28294.6,0.15,48100.82,29141.44,18959.38
ORD-10480,2025-09-11,CUST-1083,Customer 87,East,Furniture,Cabinet,Consumer,Retail Store,UPI,3,34475.38,0.15,87912.22,57096.3,30815.92
ORD-10481,2025-08-10,CUST-1003,Customer 112,North,Clothing,Jacket,Corporate,Retail Store,UPI,5,43678.81,0.15,185634.94,149716.26,35918.68
ORD-10482,2025-12-23,CUST-1064,Customer 129,North,Office Supplies,Binder,Consumer,Online,Credit Card,5,31850.94,0.2,127403.76,77986.74,49417.02
ORD-10483,2025-01-23,CUST-1040,Customer 89,West,Office Supplies,Printer Ink,Consumer,Retail Store,Debit Card,1,38079.96,0.05,36175.96,20669.04,15506.92
ORD-10484,2025-09-07,CUST-1059,Customer 66,West,Electronics,Headphones,Consumer,Retail Store,Credit Card,8,8087.57,0.05,61465.53,35078.52,26387.01
ORD-10485,2025-01-10,CUST-1062,Customer 131,East,Clothing,Shirt,Corporate,Partner,Net Banking,8,23131.72,0.1,166548.38,138607.45,27940.93
ORD-10486,2025-09-03,CUST-1132,Customer 122,East,Food,Beverages,Consumer,Partner,Cash,4,565.65,0.05,2149.47,1509.09,640.38
ORD-10487,2025-11-21,CUST-1060,Customer 149,Central,Office Supplies,Binder,Corporate,Retail Store,Credit Card,7,12409.28,0.1,78178.46,52600.31,25578.15
ORD-10488,2025-04-10,CUST-1116,Customer 84,South,Electronics,Laptop,Corporate,Retail Store,Cash,10,36350.44,0.1,327153.96,259519.32,67634.64
ORD-10489,2025-10-17,CUST-1075,Customer 116,East,Food,Packaged Food,Consumer,Retail Store,Debit Card,3,49591.32,0.1,133896.56,107217.37,26679.19
ORD-10490,2025-06-29,CUST-1122,Customer 116,West,Clothing,Jeans,Corporate,Online,Net Banking,6,5048.99,0.05,28779.24,18696.64,10082.6
ORD-10491,2025-08-11,CUST-1107,Customer 38,East,Office Supplies,Paper,Home Office,Online,Debit Card,10,20134.57,0.0,201345.7,152637.24,48708.46
ORD-10492,2025-09-07,CUST-1096,Customer 143,North,Food,Beverages,Consumer,Online,Net Banking,10,40023.54,0.05,380223.63,297082.73,83140.9
ORD-10493,2025-05-27,CUST-1091,Customer 110,South,Food,Beverages,Consumer,Retail Store,Net Banking,9,10281.38,0.0,92532.42,69065.75,23466.67
ORD-10494,2025-04-06,CUST-1130,Customer 46,Central,Food,Snacks,Corporate,Retail Store,Cash,1,27798.74,0.15,23628.93,14070.52,9558.41
ORD-10495,2025-09-14,CUST-1062,Customer 25,North,Office Supplies,Paper,Corporate,Online,Debit Card,5,36680.26,0.05,174231.24,141609.04,32622.2
ORD-10496,2025-11-21,CUST-1049,Customer 21,North,Office Supplies,Paper,Consumer,Online,Debit Card,4,30837.67,0.0,123350.68,87792.18,35558.5
ORD-10497,2025-01-04,CUST-1137,Customer 121,South,Furniture,Cabinet,Home Office,Retail Store,Credit Card,8,9482.43,0.0,75859.44,48151.15,27708.29
ORD-10498,2025-01-16,CUST-1092,Customer 122,Central,Clothing,Shirt,Corporate,Partner,Debit Card,1,17833.69,0.1,16050.32,10875.19,5175.13
ORD-10499,2025-10-07,CUST-1124,Customer 133,West,Electronics,Laptop,Corporate,Online,Credit Card,9,39211.21,0.1,317610.8,178265.84,139344.96
ORD-10500,2025-12-02,CUST-1061,Customer 70,Central,Food,Snacks,Home Office,Retail Store,UPI,6,27755.9,0.05,158208.63,93083.64,65124.99
